token,chain,holder_address,holder_entity_id,holder_entity_name,holder_entity_type,holder_label,balance,balance_usd,pct_of_cap,source_channel,source_confidence,limitations
FLOKI,ethereum,0xa6e2839e73e623ef3853a6bd28d6F02A127a4307,,,,,104502969604.74345,3356635.383704359,0.010450296960474345,ARKHAM_CHANNEL,UNKNOWN,No entity or label attribution available
FLOKI,ethereum,0x2b9d5c7f2EAD1A221d771Fb6bb5E35Df04D60AB0,floki,Floki,meme,Gnosis Safe Proxy,93401704682.89111,3000062.7544144625,0.00934017046828911,ARKHAM_CHANNEL,HIGH,
FLOKI,ethereum,0x15Da7556D5ED888306839bed06f868AeaeDCb0d7,,,,,85503683802,2746378.3237202396,0.0085503683802,ARKHAM_CHANNEL,UNKNOWN,No entity or label attribution available
FLOKI,ethereum,0xCFFAd3200574698b78f32232aa9D63eABD290703,crypto-com,Crypto.com,cex,Hot Wallet,80147848943.65991,2574348.908070356,0.008014784894365991,ARKHAM_CHANNEL,HIGH,
FLOKI,ethereum,0x1d48963DD8FAdA6aB5C2C7b92Eba81ECC5030270,robinhood,Robinhood,cex,Cold Wallet,77687505557.18036,2495322.6784966327,0.007768750555718036,ARKHAM_CHANNEL,HIGH,
FLOKI,ethereum,0x841ed663F2636863D40be4EE76243377dff13a34,robinhood,Robinhood,cex,Hot Wallet,72809797735.68753,2338650.7032702835,0.007280979773568753,ARKHAM_CHANNEL,HIGH,
FLOKI,ethereum,0x0529ea5885702715e83923c59746ae8734c553B7,bitpanda,Bitpanda,cex,Cold Wallet,69576047642.70096,2234782.6502835546,0.006957604764270096,ARKHAM_CHANNEL,HIGH,
FLOKI,ethereum,0xEda2a65102351BCc259194b89086896Dcd82d991,coinbase,Coinbase,cex,Cold Wallet,67574317434.49264,2170487.0759959035,0.0067574317434492635,ARKHAM_CHANNEL,HIGH,
FLOKI,ethereum,0xc80Afd311c9626528De66D86814770361Fe92416,paribu,Paribu,cex,Hot Wallet,67521338096.61864,2168785.3796633906,0.006752133809661864,ARKHAM_CHANNEL,HIGH,
FLOKI,ethereum,0xF047D1071Ce4359A3140D864c74F230DDD11df03,coinbase,Coinbase,cex,Cold Wallet,62088917298.22829,1994296.0236190925,0.006208891729822828,ARKHAM_CHANNEL,HIGH,
FLOKI,ethereum,0x88a1493366D48225fc3cEFbdae9eBb23E323Ade3,bybit,Bybit,cex,Cold Wallet,60000000002,1927200.00006424,0.0060000000002,ARKHAM_CHANNEL,HIGH,
FLOKI,ethereum,0xda1CFA96dEb19C561FA48222F0A0d38Fc16fa54D,coinbase,Coinbase,cex,Cold Wallet,58466709619.64852,1877950.7129831102,0.005846670961964852,ARKHAM_CHANNEL,HIGH,
