token,timeframe,timestamp,close,volume,return_3,vol_zscore_7,range_3,volatility_7,compression,expansion
WIF,hour,2026-04-24T01:00:00.000Z,0.18066124980077405,3758.1809355926302,0.006476437999775635,-0.05090266459877694,0.009588047209928376,0.00556885424843912,false,false
WIF,hour,2026-04-24T00:00:00.000Z,0.18071568250307818,13119.437821269577,0.009646618418516356,0.2272646844185916,0.00030129705381840797,0.004757111033108817,false,false
WIF,hour,2026-04-23T23:00:00.000Z,0.1794305654356406,2620.353875104203,-0.0070536623772066214,0.035849169963871295,0.007162197055543139,0.005152712336608083,false,false
WIF,hour,2026-04-23T22:00:00.000Z,0.18009236901533748,9352.581544633953,-0.0031488810470641023,0.10778151662019947,0.007162197055543139,0.005318033656240034,false,false
WIF,hour,2026-04-23T21:00:00.000Z,0.18093910084898684,3445.7849911373914,0.0012362974967867566,0.09258689204209022,0.008407349158621158,0.0051517102017571295,false,false
WIF,hour,2026-04-23T20:00:00.000Z,0.18038346342214698,6378.5822968479415,0.005310678167863082,0.2926115859580942,0.004701653036599512,0.005170715110813691,false,false
WIF,hour,2026-04-23T19:00:00.000Z,0.17790809189413698,8524.33367926977,-0.012128648943556756,0.29135219669745394,0.017036937008202243,0.006403462998192573,false,false
WIF,hour,2026-04-23T18:00:00.000Z,0.17758376419803856,9169.169115808312,-0.018544010858928008,0.47818829925426226,0.0157655134564342,0.006439838361017827,false,false
WIF,hour,2026-04-23T17:00:00.000Z,0.17836507133449545,34198.06668759111,-0.011189451900742916,0.5963874234032733,0.00439965410118,0.006649189087391648,false,false
WIF,hour,2026-04-23T16:00:00.000Z,0.18100596619613565,5302.748352781949,0.017412779087316872,0.7107967935374487,0.019270917099609996,0.008233805072608872,false,false
WIF,hour,2026-04-23T15:00:00.000Z,0.1820776805762834,10985.367732798228,0.02530589662033121,0.7175985501746311,0.020814665192074214,0.008416524790536855,false,false
WIF,hour,2026-04-23T14:00:00.000Z,0.1805248359520946,11745.471264402071,0.01210867464935918,0.8995788005987088,0.008601833736610534,0.008841648459638515,false,false
WIF,hour,2026-04-23T13:00:00.000Z,0.17942527739773806,5924.076753054981,-0.008732799429852944,0.8977559322251564,0.014782773180089175,0.00906398161491145,false,false
WIF,hour,2026-04-23T12:00:00.000Z,0.17928240170934687,6757.878968179076,-0.015352122556094527,0.8415169762610487,0.006930040153979883,0.0074141923066296765,false,false
WIF,hour,2026-04-23T11:00:00.000Z,0.17985258342711485,13026.4163478745,-0.0037238783319439345,0.8728466122738641,0.003180355195667041,0.007478969507362056,false,false
WIF,hour,2026-04-23T10:00:00.000Z,0.17946391807122564,8231.68758393053,0.00021535802562490475,0.2493550414628485,0.003180355195667041,0.007338284026338802,false,false
WIF,hour,2026-04-23T09:00:00.000Z,0.17899847386911807,12877.3617899977,-0.0015836905213323569,0.37870364944563145,0.004771602458584624,0.004894280485619773,false,false
WIF,hour,2026-04-23T08:00:00.000Z,0.1799676442039021,17692.012105565573,0.0006397504811704532,0.4727771038441171,0.005414405574723911,0.0048104849133354605,false,false
WIF,hour,2026-04-23T07:00:00.000Z,0.18092358658295105,14709.46860508193,0.008133492946175934,0.4745391088726466,0.010754911325336746,0.004082905060838941,false,false
WIF,hour,2026-04-23T06:00:00.000Z,0.18203457582923757,9354.061338543706,0.016961608076834583,0.5251740150249257,0.011485017956859248,0.004085547601583231,false,false
