timestamp,token,price_usd,market_cap,volume_24h,return_1h,return_24h,return_7d,volume_to_mcap,coinglass_oi_usd,coinglass_oi_change_4h,coinglass_oi_change_24h,coinglass_oi_zscore_24h,oi_to_market_cap,oi_weighted_funding,funding_zscore_24h,funding_positive_streak,liquidation_volume_4h,long_liquidation_volume,short_liquidation_volume,liquidation_imbalance,okx_oi_usd,okx_funding_rate,okx_vs_global_oi_ratio,data_quality_score,main_state,limitations
2026-05-05T07:50:44.712Z,LAB,2.17,169059870,84286814,14.16452,11.12261,207.95614,0.4986,352375356.3162,75864335.31620002,111446344.31620002,1.07,2.084323,0.103865,-0.83,12,4708517.896401899,2003036.0464915999,2705481.8499102998,-0.15,704181,0.0006499060850468,0.0020,0.95,LAB_BREAKOUT_CONFIRMATION,Missing: DEX
