token,sample_group,date,in_usd,out_usd,total_volume_usd,net_volume_usd,in_value,out_value,total_value,net_value,volume_zscore_7d,volume_zscore_30d,net_volume_zscore_7d,in_out_imbalance,volume_change_3d,volume_change_7d,volume_status
BONK,CONTROL,2025-04-24,10645064.16111677,10816081.459808052,21461145.620924823,-171017.29869128205,712521028187.2001,723967969197.3258,1436488997384.526,-11446941010.125732,1.7465,-0.1072,0.6673,-0.008,4.3785,121.1185,OK
BONK,CONTROL,2025-09-14,11879912.360746345,12202840.21886127,24082752.579607613,-322927.85811492614,456393098760.9049,468799086394.97797,925192185155.8828,-12405987634.07306,1.5338,-0.0493,0.5313,-0.0134,0.7194,0.6531,OK
BONK,CONTROL,2023-06-04,119923.18308411137,98567.37706115315,218490.56014526452,21355.80602295822,279444162945.9963,229681013030.7962,509125175976.7925,49763149915.20007,-1.0845,-0.6845,1.0403,0.0977,2.9771,-0.9809,OK
BONK,CONTROL,2024-11-26,46521247.30708945,41843664.0537056,88364911.36079505,4677583.253383845,1074890187317.2213,966812940242.7365,2041703127559.9578,108077247074.48486,2.5062,1.5481,2.4953,0.0529,3.1174,26.926,OK
BONK,CONTROL,2024-05-19,23234839.926447842,26211239.927576613,49446079.854024455,-2976400.0011287704,887842565015.2025,1001575847442.7443,1889418412457.9468,-113733282427.54175,0.8555,0.5151,-1.2992,-0.0602,1.0532,11.3919,OK
BONK,CONTROL,2024-06-30,2842818.800605664,3729134.7325865137,6571953.533192178,-886315.9319808497,127480663704.28995,167225772761.7271,294706436466.0171,-39745109057.437164,-0.6743,-0.5427,-0.33,-0.1349,29.0789,-0.5308,OK
BONK,CONTROL,2023-12-18,33333695.122375783,31873319.286942907,65207014.409318686,1460375.835432876,1448661239564.3535,1385194232374.7458,2833855471939.0996,63467007189.607666,1.0917,1.0447,0.606,0.0224,-0.2621,1185.9356,OK
BONK,CONTROL,2024-01-08,13710666.672637945,13298810.464537365,27009477.13717531,411856.2081005797,1325983237199.0283,1286151882450.422,2612135119649.45,39831354748.6062,-0.294,-0.0004,0.0661,0.0152,-0.4538,0.2585,OK
BONK,CONTROL,2024-04-02,10020520.602199487,9375556.23547618,19396076.83767567,644964.3667233065,388995364992.2158,363957928395.8144,752953293388.0303,25037436596.40143,-0.5524,-0.2305,0.1307,0.0333,1.9513,-0.1946,OK
BONK,CONTROL,2024-01-07,2726751.3341968893,2594040.0995723875,5320791.433769276,132711.23462450178,253415551505.28738,241081793640.5564,494497345145.84375,12333757864.730988,-0.9167,-0.6361,-0.1498,0.0249,-0.9184,23.3525,OK
BONK,CONTROL,2024-10-11,3875254.3131537978,4480662.720244735,8355917.033398532,-605408.4070909368,190430187378.56494,220179986252.81253,410610173631.37744,-29749798874.24759,-0.8786,-0.5603,-0.4698,-0.0725,-0.6906,-0.9054,OK
BONK,CONTROL,2025-12-30,2250459.1626823973,1994152.763027425,4244611.925709822,256306.39965497237,290756997762.58374,257642475843.33646,548399473605.92017,33114521919.247284,-0.8861,-0.6633,0.3611,0.0604,-0.7812,-0.9142,OK
BONK,CONTROL,2025-06-11,10118146.474556351,7744868.549180718,17863015.02373707,2373277.925375633,566525558485.7975,433643255833.18677,1000168814318.9843,132882302652.61072,-0.073,-0.2948,1.9249,0.1329,2.3572,1.7181,OK
BONK,CONTROL,2023-09-29,49745.73582680699,16143.322286212033,65889.05811301903,33602.41354059496,250392537546.0283,81256561280.77016,331649098826.79846,169135976265.25812,-0.9369,-0.8056,-0.639,0.51,-0.9921,-0.999,OK
BONK,CONTROL,2023-12-09,15371218.780708514,25844997.090362113,41216215.87107062,-10473778.309653599,1186966701213.0132,1995752671070.4324,3182719372283.4453,-808785969857.4192,1.9965,0.3722,-2.5828,-0.2541,8.7102,0.526,OK
BONK,CONTROL,2024-07-02,24710500.993543044,20729529.704938345,45440030.69848139,3980971.288604699,967142896029.0824,811331886690.3462,1778474782719.4287,155811009338.7362,1.7272,0.5075,1.0994,0.0876,1.5438,1.3427,OK
BONK,CONTROL,2025-11-14,6262180.698391279,6132261.428717777,12394442.127109056,129919.26967350207,539843163654.4204,528643226613.6012,1068486390268.0216,11199937040.819214,-0.2773,-0.4375,0.1619,0.0105,187.1108,1.3294,OK
BONK,CONTROL,2024-07-10,13718013.101063762,11828278.372565879,25546291.47362964,1889734.7284978833,530062330025.6477,457043213777.66174,987105543803.3094,73019116247.98596,0.3924,-0.0288,0.5346,0.074,-0.3802,2.0573,OK
BONK,CONTROL,2024-03-12,16679748.801120782,14707899.020738667,31387647.82185945,1971849.7803821154,535121873632.3641,471860732137.9103,1006982605770.2744,63261141494.4538,0.5879,0.3563,0.4687,0.0628,-0.3093,6.3947,OK
BONK,CONTROL,2025-05-13,18001542.082339566,15005617.196837494,33007159.279177062,2995924.885502072,799713108944.4498,666620044284.2072,1466333153228.657,133093064660.24268,0.5032,0.3835,0.6152,0.0908,1.6631,0.8478,OK
BONK,CONTROL,2024-08-16,4562296.087866235,4270294.9587024255,8832591.04656866,292001.1291638091,245813366803.13754,230080547343.88083,475893914147.0184,15732819459.256714,-1.0523,-0.5831,0.045,0.0331,-0.6543,133.0525,OK
BONK,CONTROL,2025-10-09,12728319.291289201,14016433.898303526,26744753.189592727,-1288114.6070143245,631052022374.2786,694914918111.2306,1325966940485.5093,-63862895736.95203,-0.1114,0.2815,-0.2891,-0.0482,-0.1479,-0.3511,OK
BONK,CONTROL,2025-08-09,16921473.75932444,18105241.314574834,35026715.07389927,-1183767.555250395,648332327943.4648,693687406688.6902,1342019734632.155,-45355078745.22534,0.6897,0.6791,-1.2711,-0.0338,0.0612,-0.2292,OK
BONK,CONTROL,2025-12-23,2041507.4297817245,2410802.1024070983,4452309.5321888225,-369294.6726253738,251107924942.40164,296531623912.3123,547639548854.714,-45423698969.910675,-1.5952,-0.8116,-0.6289,-0.0829,-0.4959,-0.6408,OK
BONK,CONTROL,2024-07-24,12194798.735767871,13594396.369218137,25789195.10498601,-1399597.633450266,431368897621.7852,480877126608.35266,912246024230.138,-49508228986.567444,0.1848,0.2016,-1.0983,-0.0543,-0.0357,0.0095,OK
BONK,CONTROL,2025-03-21,6947899.503826833,7900036.180466943,14847935.684293777,-952136.6766401101,592824189746.317,674064520517.6576,1266888710263.9746,-81240330771.34058,-0.7046,-0.3469,-0.6231,-0.0641,-0.5761,-0.5269,OK
BONK,CONTROL,2024-11-17,134119788.66583857,122886747.18712644,257006535.852965,11233041.478712127,2818827000122.712,2582739537350.2827,5401566537472.994,236087462772.4292,2.6228,4.9399,2.4932,0.0437,56.7243,6.7864,OK
BONK,CONTROL,2025-11-18,4878004.871817028,6290288.168397868,11168293.040214896,-1412283.29658084,482493063483.3855,622184784213.4385,1104677847696.824,-139691720730.05298,-0.4625,-0.4093,-0.5004,-0.1265,-0.5669,0.2644,OK
BONK,CONTROL,2025-07-11,26182183.86919374,22997801.035129957,49179984.9043237,3184382.8340637833,1107537388713.778,972834223144.2455,2080371611858.0234,134703165569.5326,-0.0492,0.3883,0.534,0.0647,2.3122,0.8389,OK
BONK,CONTROL,2024-01-21,1615347.2181964368,4722915.940314834,6338263.158511271,-3107568.7221183972,138181969050.16562,404013339633.4333,542195308683.5989,-265831370583.26767,-0.5562,-0.5412,-0.897,-0.4903,-0.9753,-0.819,OK
BONK,CONTROL,2023-09-25,36004.93937153677,46983.74310439234,82988.68247592912,-10978.803732855573,188383262201.56738,245826015845.0041,434209278046.5715,-57442753643.43671,-0.568,-0.6776,-0.2133,-0.1323,-0.9926,-0.9814,OK
BONK,CONTROL,2023-12-17,29823421.43876644,20094112.96361325,49917534.40237969,9729308.47515319,1364291923090.871,919218342342.7839,2283510265433.6553,445073580748.08716,-0.0236,0.3881,1.484,0.1949,0.015,0.9356,OK
BONK,CONTROL,2025-05-06,8890446.300834417,8674314.404055942,17564760.70489036,216131.8967784755,523891944657.3022,511155828170.65094,1035047772827.9531,12736116486.651245,-0.4156,-0.311,-0.4298,0.0123,1.7712,0.183,OK
BONK,CONTROL,2024-01-15,7468219.207511958,8681615.926585509,16149835.134097466,-1213396.7190735508,524822150914.40314,610092475515.496,1134914626429.8992,-85270324601.09283,-0.4358,-0.355,-0.7067,-0.0751,193.6029,-0.9372,OK
BONK,CONTROL,2024-06-28,6287599.197839634,6518743.807660713,12806343.005500346,-231144.6098210793,255282143639.44925,264666821261.09253,519948964900.54175,-9384677621.64328,-0.4314,-0.3836,-0.3013,-0.018,-0.7435,0.1467,OK
BONK,CONTROL,2025-04-11,4683129.145983171,6395240.630003648,11078369.775986819,-1712111.4840204772,440143716727.74146,601056450188.3126,1041200166916.0541,-160912733460.57117,-0.5288,-0.3948,-0.6833,-0.1545,-0.3693,-0.7747,OK
BONK,CONTROL,2023-11-22,1959979.0929449163,1931214.0423009433,3891193.1352458596,28765.050643973053,552106786745.0469,544003955577.7301,1096110742322.777,8102831167.316772,-0.7506,-0.5532,-0.1185,0.0074,-0.7591,-0.3861,OK
BONK,CONTROL,2023-06-23,138802.03404497367,148547.74727931732,287349.781324291,-9745.713234343653,402795247912.70276,431076728118.1128,833871976030.8156,-28281480205.410034,-0.912,-0.5902,-0.2515,-0.0339,-0.9776,2.4625,OK
BONK,CONTROL,2025-04-17,4021670.041849817,3828031.6961125666,7849701.737962384,193638.34573725052,341688193869.9929,325236337817.5501,666924531687.543,16451856052.44281,-0.4957,-0.4051,-0.1998,0.0247,-0.2914,-0.8427,OK
BONK,CONTROL,2025-10-29,8510170.548405455,8539818.205629867,17049988.754035324,-29647.657224411145,593043243791.3207,595109282622.2903,1188152526413.6108,-2066038830.9696045,1.0423,-0.197,0.4701,-0.0017,3.3817,-0.0293,OK
BONK,CONTROL,2025-02-27,8536246.581143044,5515842.445665895,14052089.02680894,3020404.135477149,635137394430.2856,410404943873.9503,1045542338304.236,224732450556.33533,0.6567,-0.2711,2.3105,0.2149,47.9024,-0.1299,OK
BONK,CONTROL,2025-04-16,8557844.893780788,7257490.543790134,15815335.437570922,1300354.3499906547,730191543837.9512,619239807490.6261,1349431351328.5771,110951736347.32507,0.9884,-0.2373,0.7685,0.0822,1.0148,0.235,OK
BONK,CONTROL,2025-10-20,5373820.780358265,5523947.174615694,10897767.954973958,-150126.39425742906,367566400845.2991,377834964064.00146,745401364909.3005,-10268563218.702393,0.1434,-0.3536,-0.3777,-0.0138,-0.3608,-0.0163,OK
BONK,CONTROL,2023-01-28,240362.78038606368,141514.59253451068,381877.3729205744,98848.187851553,226757339986.85257,133504332579.72707,360261672566.57965,93253007407.1255,-1.3326,-0.5753,-0.4465,0.2588,-0.9728,-0.9019,OK
BONK,CONTROL,2026-04-27,3766207.71060175,2387662.544515032,6153870.255116781,1378545.166086718,596863345578.7249,378393430192.5565,975256775771.2814,218469915386.16833,-0.4748,-0.4511,0.6309,0.224,-0.6109,20.416,OK
BONK,CONTROL,2025-03-14,6266139.132135805,5869564.245233176,12135703.377368981,396574.88690262847,601934594825.7256,563839024518.0767,1165773619343.8022,38095570307.648926,0.3075,-0.2956,-0.3766,0.0327,0.1136,0.546,OK
BONK,CONTROL,2024-05-04,13269694.700531173,9457625.048570573,22727319.749101747,3812069.6519606,485003461276.7242,345673430137.81323,830676891414.5374,139330031138.91095,1.6115,-0.0408,1.8643,0.1677,58.5147,0.333,OK
BONK,CONTROL,2025-12-13,1459331.1689420454,1496841.7444497244,2956172.91339177,-37510.57550767902,158450724097.94202,162523533599.31873,320974257697.26074,-4072809501.376709,-1.128,-0.4793,-0.9121,-0.0127,-0.5196,-0.7896,OK
BONK,CONTROL,2025-03-19,3753933.325055352,2875755.7116860286,6629689.036741381,878177.6133693233,343766788008.7319,263347592645.24084,607114380653.9727,80419195363.49103,-0.454,-0.3818,-0.0673,0.1325,-0.4537,-0.5808,OK
BONK,CONTROL,2023-11-23,1685807.8782028186,814334.3172411317,2500142.19544395,871473.5609616869,372966344735.1369,180162459566.62207,553128804301.759,192803885168.51483,-0.8254,-0.4524,-0.0287,0.3486,-0.89,-0.7706,OK
BONK,CONTROL,2025-01-16,8220714.727191994,9349992.269960191,17570706.997152187,-1129277.5427681971,283179976823.6992,322080339991.73975,605260316815.439,-38900363168.04053,1.1738,-0.1036,-1.4211,-0.0643,4.9437,45.0114,OK
BONK,CONTROL,2025-04-12,10290907.688814817,11488751.390616309,21779659.079431124,-1197843.701801492,823272615105.1862,919100111249.3048,1742372726354.491,-95827496144.11865,1.3264,-0.0186,-1.2217,-0.055,2.2852,2.5392,OK
BONK,CONTROL,2023-11-19,1645172.1475504262,4024509.7715213527,5669681.919071779,-2379337.6239709267,575235016626.0231,1407171248783.6892,1982406265409.7124,-831936232157.6661,-0.7517,-0.3644,-1.4491,-0.4197,1.2677,-0.5328,OK
BONK,CONTROL,2024-12-15,20078598.54943276,16182007.145739958,36260605.69517271,3896591.4036928006,552368598333.7764,445172136058.871,997540734392.6473,107196462274.9054,1.9253,0.3202,1.5412,0.1075,1.0637,0.5955,OK
BONK,CONTROL,2024-07-12,56445268.15904776,49107575.116293885,105552843.27534164,7337693.042753875,2400904643090.0806,2088795198481.2366,4489699841571.317,312109444608.844,2.4924,1.7137,2.1257,0.0695,3.8464,34.7059,OK
BONK,CONTROL,2023-07-31,110487.85408369688,54005.1928314877,164493.0469151846,56482.661252209175,320842395587.56006,156824074337.5915,477666469925.15155,164018321249.96857,-0.7465,-0.5148,-0.3325,0.3434,-0.971,-0.9752,OK
BONK,CONTROL,2024-04-10,2962251.660094623,4764681.892643308,7726933.552737931,-1802430.2325486853,133314656169.87495,214432128381.78702,347746784551.662,-81117472211.91206,-0.52,-0.3488,-0.8066,-0.2333,-0.7869,2.0906,OK
BONK,CONTROL,2024-04-08,5293450.432692496,3098918.6146554304,8392369.047347926,2194531.8180370657,225061668056.6536,131756743820.38387,356818411877.0375,93304924236.26973,-0.5295,-0.3798,0.4198,0.2615,-0.9205,-0.5224,OK
BONK,CONTROL,2025-09-26,8255878.460038442,6700606.03618814,14956484.496226583,1555272.4238503026,437745411454.8484,355281338079.965,793026749534.8135,82464073374.88336,-0.3139,-0.0646,0.1136,0.104,89.9247,-0.3133,OK
BONK,CONTROL,2024-04-22,28764698.65904675,12044909.349366378,40809608.00841313,16719789.309680372,1376960203879.6914,576587331228.6443,1953547535108.3357,800372872651.0471,0.4105,1.2386,2.2861,0.4097,4.2815,6.1979,OK
BONK,CONTROL,2025-01-15,10994589.441946449,8946571.274265172,19941160.71621162,2048018.1676812768,402142993487.43384,327233770090.16705,729376763577.6008,74909223397.26678,-0.2929,0.1752,-0.3601,0.1027,1.3761,-0.4501,OK
BONK,CONTROL,2023-06-08,89026.5758722775,15874.554638238496,104901.130510516,73152.02123403901,232518219474.18903,41460913702.04371,273979133176.23273,191057305772.14532,-0.7471,-0.8187,-0.6186,0.6973,-0.993,-0.999,OK
BONK,CONTROL,2024-10-13,6434395.723994831,4630599.319405249,11064995.043400079,1803796.4045895813,295426800918.03644,212607865904.74057,508034666822.777,82818935013.29587,-0.1489,-0.217,-0.1902,0.163,-0.7289,66.2673,OK
BONK,CONTROL,2025-11-26,4068968.8132162257,5062343.8140803985,9131312.627296625,-993375.0008641728,417758605053.0004,519747824854.25024,937506429907.2507,-101989219801.24982,-0.4261,-0.304,-0.6741,-0.1088,-0.5421,0.1818,OK
BONK,CONTROL,2025-05-10,14513236.519103935,14361881.40884987,28875117.927953806,151355.1102540642,660894194859.0132,654001885648.9015,1314896080507.9146,6892309210.111694,1.0073,0.7056,-0.5255,0.0052,274.2603,2.4406,OK
BONK,CONTROL,2025-05-18,5087355.651846946,7958894.351185352,13046250.003032297,-2871538.6993384054,275289808000.3759,430676101254.61884,705965909254.9948,-155386293254.24292,-0.3548,-0.1193,-0.9162,-0.2201,0.1791,-0.1277,OK
BONK,CONTROL,2024-09-02,3281522.8566367826,3896443.7827424654,7177966.639379248,-614920.9261056827,198880173129.50204,236148108044.99792,435028281174.5,-37267934915.49588,-0.7401,-0.4176,-0.4626,-0.0857,-0.2139,-0.8241,OK
BONK,CONTROL,2024-02-11,6460850.147527132,7417744.232750064,13878594.380277196,-956894.0852229316,486143728181.1235,558144788017.3109,1044288516198.4343,-72001059836.18744,0.1211,-0.0865,-0.5279,-0.0689,-0.5194,-0.304,OK
BONK,CONTROL,2024-09-08,1914537.7934591435,1851825.8381567646,3766363.631615908,62711.95530237886,120259911649.44365,116320718477.18364,236580630126.6273,3939193172.26001,-0.8816,-0.6237,0.3861,0.0167,-0.7113,34.9039,OK
BONK,CONTROL,2025-04-20,2730830.987461078,2920346.758472629,5651177.745933707,-189515.7710115509,218992059940.74402,234189796188.66302,453181856129.40704,-15197736247.919006,-0.8094,-0.5201,0.2117,-0.0335,-0.2127,-0.4893,OK
BONK,CONTROL,2025-03-20,13127373.062848184,14882747.416725252,28010120.479573436,-1755374.3538770676,1070748210672.7723,1213927195491.4568,2284675406164.229,-143178984818.68445,1.5735,0.6291,-0.9029,-0.0627,1.0182,2.0675,OK
BONK,CONTROL,2026-01-13,5907431.797838944,4961429.157088406,10868860.954927351,946002.6407505376,578592732403.4232,485938213230.98975,1064530945634.413,92654519172.43347,-0.3375,-0.2578,1.4192,0.087,1.8858,-0.6236,OK
BONK,CONTROL,2023-06-05,205155.06005083042,86111.17855801604,291266.23860884644,119043.88149281438,454500272606.66125,190770601121.91348,645270873728.5747,263729671484.74777,-1.2599,-0.7742,0.6908,0.4087,-0.9485,-0.9777,OK
BONK,CONTROL,2025-01-20,51398706.73472874,40887758.02875716,92286464.76348591,10510948.705971576,1623971776768.6821,1291872291587.9028,2915844068356.585,332099485180.7793,2.5408,3.1395,2.5897,0.1139,2.2948,11.8569,OK
BONK,CONTROL,2024-04-25,32934578.40022624,23246565.93675095,56181144.336977184,9688012.46347529,1351994187201.405,954292526139.202,2306286713340.607,397701661062.203,0.9902,1.494,1.6171,0.1724,4.169,3.048,OK
BONK,CONTROL,2023-06-26,64019.48484644762,48276.66997302987,112296.1548194775,15742.814873417752,161985245728.80695,122152002117.89413,284137247846.70105,39833243610.91281,-0.7876,-0.7931,-0.5364,0.1402,-0.6145,-0.9702,OK
BONK,CONTROL,2023-08-05,194099.01026002978,50854.965111358964,244953.97537138875,143244.04514867082,590776445096.5603,154786546637.97174,745562991734.532,435989898458.58856,-0.7615,-0.7656,-0.5109,0.5848,-0.9973,-0.9567,OK
BONK,CONTROL,2024-08-03,6800968.58085255,10826313.755256234,17627282.336108785,-4025345.1744036833,302399670113.49713,481383448432.914,783783118546.4111,-178983778319.41687,-0.262,-0.0558,-1.2146,-0.2284,-0.6862,-0.3707,OK
BONK,CONTROL,2024-12-28,8438730.162706412,7478245.718685444,15916975.881391857,960484.4440209679,262398325954.80142,232532516128.2787,494930842083.0801,29865809826.522736,-0.2672,-0.1429,-0.2811,0.0603,140.7411,0.4645,OK
BONK,CONTROL,2025-03-23,7849365.417348156,8242260.882980663,16091626.30032882,-392895.4656325076,651940649281.4083,684573163038.2611,1336513812319.6694,-32632513756.852783,-0.2847,-0.1489,-0.5235,-0.0244,64.6924,54.2471,OK
BONK,CONTROL,2023-12-22,25840146.98943109,24678088.71389118,50518235.70332227,1162058.2755399123,1246509743822.049,1190452904673.9587,2436962648496.008,56056839148.09033,0.6421,1.1779,-0.2296,0.023,1.8659,-0.4526,OK
BONK,CONTROL,2026-02-26,2784718.03961498,3194268.3949637297,5978986.434578709,-409550.35534874955,433756703989.8727,497549594231.1107,931306298220.9834,-63792890241.23804,-0.7112,-0.598,-0.3573,-0.0685,-0.6244,-0.8936,OK
BONK,CONTROL,2024-09-05,3676052.5258977185,2525840.836385952,6201893.36228367,1150211.6895117667,218163354652.68356,149901533316.6737,368064887969.3573,68261821336.00986,-0.5168,-0.5659,0.84,0.1855,-0.6146,54.228,OK
BONK,CONTROL,2025-09-20,7156602.383004645,8756306.630344067,15912909.013348712,-1599704.2473394219,300697579117.8421,367912043291.76764,668609622409.6097,-67214464173.92554,-0.0104,-0.1931,-0.745,-0.1005,-0.685,63.9629,OK
BONK,CONTROL,2024-08-08,13293985.201743197,10803082.050511522,24097067.252254717,2490903.1512316745,694565580028.3802,564424349556.5057,1258989929584.886,130141230471.87451,0.3845,0.1513,1.3559,0.1034,3.0303,0.367,OK
BONK,CONTROL,2023-08-28,12957.961896518187,16855.220710177975,29813.182606696162,-3897.258813659788,51254719445.1207,66670176651.61472,117924896096.73541,-15415457206.494026,-1.1524,-0.8636,-0.3569,-0.1307,-0.9952,-0.9981,OK
BONK,CONTROL,2023-09-11,49896.55155491373,6971.283032042285,56867.834586956014,42925.26852287144,237944813755.56143,33244394472.25193,271189208227.81335,204700419283.3095,-0.9476,-0.8619,-0.2233,0.7548,-0.9964,-0.9965,OK
BONK,CONTROL,2024-02-13,3926280.9476148714,3725899.3526589843,7652180.300273856,200381.59495588718,296995533102.48663,281838075087.6687,578833608190.1553,15157458014.817932,-0.3898,-0.4738,-0.1561,0.0262,-0.6824,-0.8485,OK
BONK,CONTROL,2026-01-12,6433021.9277790375,7973557.247937302,14406579.17571634,-1540535.3201582646,616189839825.5779,763750694246.8683,1379940534072.4463,-147560854421.2904,0.6579,-0.1392,-1.2577,-0.1069,482.2285,1.4095,OK
BONK,CONTROL,2023-07-01,81156.34834766088,18436.671690905165,99593.02003856604,62719.67665675572,222255430927.26773,50490817969.93875,272746248897.20648,171764612957.32898,-1.0175,-0.8376,-0.0302,0.6298,0.7513,-0.9839,OK
BONK,CONTROL,2023-12-01,1633571.3085490847,1144891.337963056,2778462.6465121405,488679.97058602865,423205002214.7888,296603973565.55865,719808975780.3474,126601028649.23016,-0.6289,-0.6518,0.3942,0.1759,-0.6369,-0.8254,OK
BONK,CONTROL,2025-05-09,26660700.424402308,30151312.18451476,56812012.60891707,-3490611.7601124533,1352648423358.8176,1529746939853.615,2882395363212.4326,-177098516494.79736,2.3808,1.9403,-2.0358,-0.0614,2.9435,1.3576,OK
BONK,CONTROL,2023-06-07,123333.81061420453,60495.94680064219,183829.7574148467,62837.86381356234,300526839251.7508,147410151271.5701,447936990523.3209,153116687980.1807,-0.5521,-0.7929,0.465,0.3418,0.8458,5.1661,OK
BONK,CONTROL,2025-05-22,14287009.513540022,14340001.706729557,28627011.22026958,-52992.19318953529,691195428811.8062,693759153687.932,1384954582499.7383,-2563724876.1258545,0.7923,0.5505,0.3785,-0.0019,9.3032,502.3955,OK
BONK,CONTROL,2025-09-02,11205375.310479447,11326981.809798023,22532357.12027747,-121606.49931857549,556098030296.747,562133092297.6687,1118231122594.4155,-6035062000.921753,0.3261,0.237,0.3425,-0.0054,-0.6034,1.9446,OK
BONK,CONTROL,2023-06-09,55976.042485384234,32062.433374509135,88038.47585989337,23913.6091108751,144209054756.90176,82601288066.25414,226810342823.15588,61607766690.64763,-0.8339,-0.7945,0.4814,0.2716,-0.5211,-0.9939,OK
BONK,CONTROL,2026-01-07,14322533.76050235,4890155.660631054,19212689.421133403,9432378.099871296,1202563707850.7476,410592414830.48346,1613156122681.231,791971293020.2642,0.1559,0.1117,2.488,0.4909,-0.3289,191.912,OK
BONK,CONTROL,2025-02-11,7421450.82083662,6477083.441223872,13898534.262060493,944367.3796127485,422393330724.9078,368644475880.6988,791037806605.6066,53748854844.208984,-0.2317,-0.1537,0.0097,0.0679,-0.3832,4.0022,OK
BONK,CONTROL,2026-04-18,1137894.2759716525,1202187.511830088,2340081.7878017407,-64293.23585843551,176966450384.3937,186965398418.36536,363931848802.75903,-9998948033.97165,-0.8764,-0.686,-0.261,-0.0275,25.5802,-0.9588,OK
BONK,CONTROL,2024-05-10,19863845.293161474,13986291.89443283,33850137.1875943,5877553.3987286445,809777631192.8849,570170888480.751,1379948519673.6357,239606742712.1339,1.5198,0.7677,1.1395,0.1736,0.7619,183.1385,OK
BONK,CONTROL,2024-08-17,6569312.504834109,5683694.248611868,12253006.753445977,885618.2562222406,376464899990.4934,325713137456.2676,702178037446.761,50751762534.22583,-0.3915,-0.2699,-0.3679,0.0723,-0.1184,-0.572,OK
BONK,CONTROL,2026-04-14,4067270.2868498056,3144379.1701191245,7211649.45696893,922891.1167306812,667860474031.1665,516318418738.77234,1184178892769.939,151542055292.39417,-0.6426,-0.4785,-0.401,0.128,2.0818,-0.6799,OK
BONK,CONTROL,2025-11-19,6644104.000858416,5714541.907519159,12358645.908377575,929562.093339257,634584909346.5537,545801519342.80414,1180386428689.358,88783390003.74957,-0.0295,-0.2353,-0.4496,0.0752,-0.6349,139.3778,OK
BONK,CONTROL,2025-08-22,11277378.473397417,10572180.577611547,21849559.051008962,705197.89578587,523555175180.9374,490816182804.62134,1014371357985.5587,32738992376.31604,0.7156,0.1867,-0.5558,0.0323,0.7832,0.1372,OK
BONK,CONTROL,2026-01-15,4106305.750928908,3855075.0250126696,7961380.775941578,251230.7259162385,371611380174.56177,348875567874.4496,720486948049.0114,22735812300.112183,-0.6513,-0.4644,-0.5988,0.0316,0.104,-0.4272,OK
BONK,CONTROL,2025-11-11,4403447.668433863,4375075.56473653,8778523.233170394,28372.103697332554,326423103664.4819,324319908431.1736,650743012095.6555,2103195233.3082886,-0.4849,-0.3574,-0.6425,0.0032,-0.2897,2.7514,OK
BONK,CONTROL,2023-11-30,1786065.2603774278,1235720.6920312378,3021785.952408666,550344.56834619,437761093229.7618,302872718635.1074,740633811864.8691,134888374594.65436,-1.1195,-0.7843,-0.4062,0.1821,-0.8617,-0.9107,OK
BONK,CONTROL,2024-02-10,9226837.44706942,11985125.368015336,21211962.815084755,-2758287.9209459163,758162485379.5736,984808986689.8389,1742971472069.4126,-226646501310.26526,1.502,0.4932,-2.5505,-0.13,1.6644,0.7312,OK
BONK,CONTROL,2023-05-31,1200239.4041851852,892602.2372397464,2092841.6414249316,307637.16694543883,1824124715128.8337,1356577526159.1843,3180702241288.018,467547188969.6494,-1.2069,-0.8651,0.169,0.147,-0.7616,-0.7098,OK
BONK,CONTROL,2023-03-18,197933.55586179186,177155.63974025619,375089.1956020481,20777.916121535673,300490291302.8833,268946564213.03745,569436855515.9208,31543727089.845856,-1.204,-0.9396,0.0151,0.0554,-0.8759,-0.9696,OK
BONK,CONTROL,2023-09-30,7891.556276398486,9236.766922068346,17128.32319846683,-1345.2106456698593,40241279085.79282,47100888917.56671,87342168003.35953,-6859609831.773888,-0.984,-0.9156,0.1076,-0.0785,-0.9992,-0.9992,OK
BONK,CONTROL,2025-07-18,108272002.2388356,102943006.6960689,211215008.93490452,5328995.542766705,3068934303821.8677,2917885677326.2183,5986819981148.086,151048626495.6494,2.6338,5.1672,2.334,0.0252,99.9226,25.5299,OK
BONK,CONTROL,2026-04-07,2117385.995971643,2351277.9023984196,4468663.898370063,-233891.90642677667,375423048931.14233,416893245106.10254,792316294037.2449,-41470196174.960205,-0.3945,-0.3651,-0.305,-0.0523,10.9136,-0.491,OK
BONK,CONTROL,2025-03-12,2829248.622476688,3721513.679867674,6550762.302344362,-892265.057390986,271000825907.7288,356466827573.5318,627467653481.2606,-85466001665.80301,-0.3594,-0.3097,-0.553,-0.1362,381.452,1.1678,OK
BONK,CONTROL,2025-07-08,26839718.720997654,23773182.96352698,50612901.68452463,3066535.757470675,1173064629414.2354,1039037716937.3671,2212102346351.6025,134026912476.86829,0.2,0.8296,1.0566,0.0606,-0.7604,1.3861,OK
BONK,CONTROL,2026-01-26,3293743.49425568,2579756.933290528,5873500.427546209,713986.560965152,390716903233.17664,306020988527.93945,696737891761.1161,84695914705.23718,-0.4282,-0.3376,-0.166,0.1216,0.3144,1.8065,OK
BONK,CONTROL,2026-04-04,997286.5793160257,691301.6481791594,1688588.227495185,305984.93113686633,174350800579.72482,120856931499.85307,295207732079.5779,53493869079.87175,-0.4885,-0.4498,-0.3744,0.1812,-0.7422,3.5018,OK
