token,sample_group,date,in_usd,out_usd,total_volume_usd,net_volume_usd,in_value,out_value,total_value,net_value,volume_zscore_7d,volume_zscore_30d,net_volume_zscore_7d,in_out_imbalance,volume_change_3d,volume_change_7d,volume_status
LAB,P0,2026-04-13,6258312.900143649,5182469.924549664,11440782.824693315,1075842.975593985,11481310.139745863,9507601.400418034,20988911.540163897,1973708.7393278293,0.4616,1.4257,2.4655,0.094,10.0146,6.7362,OK
LAB,P0,2026-04-16,1489736.3224400952,533756.9434027099,2023493.2658428052,955979.3790373853,2947189.1350943674,1055947.04289752,4003136.1779918876,1891242.0921968475,-0.3742,-0.0572,1.5725,0.4724,101.1878,-0.9417,OK
LAB,P0,2025-12-10,173337.30156121287,166478.88660018053,339816.1881613934,6858.414961032337,1494944.3424368717,1435794.0698081104,2930738.412244982,59150.27262876136,-0.4478,-0.3184,-0.4809,0.0202,7.7676,-0.529,OK
LAB,P0,2025-12-18,31959.047879016067,38823.51108177417,70782.55896079024,-6864.4632027581065,298587.8120878979,362721.29493221,661309.1070201079,-64133.48284431209,-0.4948,-0.3543,-0.6067,-0.097,-0.9938,-0.4108,OK
LAB,P0,2025-12-19,82557.64600118561,60348.60076748366,142906.24676866928,22209.045233701952,831454.8457714603,607783.0337232599,1439237.8794947201,223671.8120482004,-0.4761,-0.3389,-0.5419,0.1554,-0.9294,-0.8624,OK
LAB,P0,2025-12-30,98910.57206812795,61234.060041197365,160144.63210932532,37676.512026930584,898647.8301031012,556339.4694201421,1454987.2995232432,342308.3606829591,-0.4371,-0.3035,-0.5102,0.2353,-0.5287,7.0874,OK
LAB,P0,2026-02-14,46037.36623881772,46706.087036213365,92743.45327503109,-668.7207973956465,377906.8332388051,383396.16026837,761302.9935071751,-5489.327029564884,-0.4583,-0.3134,-0.6,-0.0072,0.3103,1.3929,OK
LAB,P0,2026-03-10,226970.19204512468,212369.7860859031,439339.9781310278,14600.405959221593,1537613.4192689264,1438702.72122797,2976316.1404968966,98910.6980409564,-0.3803,-0.2561,-0.5705,0.0332,2.0743,-0.9616,OK
LAB,P0,2026-03-20,61684.10045493597,62864.84662366897,124548.94707860495,-1180.7461687329996,325068.9063114192,331291.31796808,656360.2242794991,-6222.4116566607845,-0.4863,-0.3056,-0.4145,-0.0095,-0.2223,-0.9384,OK
LAB,P0,2026-04-25,2052044.6909166258,819199.1314529835,2871243.822369609,1232845.5594636423,2767830.592651685,1104948.8481152102,3872779.440766895,1662881.7445364746,2.6217,0.1123,2.6443,0.4294,29.959,7.4494,OK
